State,County,Pop 2000,Total,,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Unknown,Nonroad,Transport
KS,Kearny County,4531,7.8239929025,,0.1517890138,3.0931423124,0.4606453328,0.0144148818,2.3453464345,0,0.0947758882,0.2382370755,1.4256419634,4.1040013617
KS,Kingman County,8673,4.9900048349,,0.1469132999,1.5310639096,0.5325142975,0,1.4664803741,0,0.0606538912,0.1524647944,1.0999142681,2.7795133278
KS,Kiowa County,3278,19.5388643591,,0.2265607538,15.2980125426,0.5579293037,0,2.2182342561,0,0,0,1.2381275029,3.456361759
KS,Labette County,22835,3.5195485468,,0.2248831119,0.9556378685,0.4892914563,0.0002588505,1.4222392055,0,0.0313619795,0.0788339854,0.3170420892,1.8494772596
KS,Lane County,2155,4.2718026253,,0.1360456784,0.0369216452,0.5827115305,0,1.2344637166,0,0,0,2.2816600547,3.5161237713
KS,Leavenworth County,68691,2.3455775717,,0.165249903,0.1534626236,0.4107889569,0,1.3653624085,0,0.0346087194,0.0869954309,0.1291095294,1.6160760882
KS,Lincoln County,3578,7.0739957305,,0.1250398511,0.0222376035,0.6024183286,0.0167258848,3.1457198759,0,0.4411443619,1.108897816,1.6118120087,6.3075740625
KS,Linn County,9570,297.1248122963,,0.060907103,0.1488962351,0.4672467623,293.5829465256,2.3640590548,0,0,0,0.5007566155,2.8648156703
KS,Logan County,3046,5.4264899899,,0.1696491607,0.0261215185,0.5683694388,0.0726395477,2.5407589804,0,0.1069823326,0.2689197117,1.6730492996,4.5897103243
KS,Lyon County,35935,5.7740740671,,0.2529368761,2.4333488342,0.4096208923,0,2.278989386,0,0.0362730692,0.0911791343,0.271725875,2.6781674645
KS,McPherson County,29554,7.8507860529,,0.2097454461,4.100561457,0.4966781717,0.0614239857,2.3390940024,0,0.0323857895,0.0814077816,0.5294894189,2.9823769924
KS,Marion County,13361,3.5638679972,,0.1743115379,0.2002770845,0.5105578774,0,1.861124249,0,0,0,0.8175972485,2.6787214975
KS,Marshall County,10965,4.5047939278,,0.3335449598,0.6997875466,0.5510890262,0,1.6419615105,0,0.0783273232,0.1968901006,1.0031934607,2.9203723951
KS,Meade County,4631,12.4768708252,,0.128911262,7.5792734517,0.496651264,0.1367416807,2.3336237165,0,0.1159116686,0.2913658468,1.3943919349,4.1352931668
KS,Miami County,28351,3.1112275419,,0.154137335,0.7623892286,0.3665183801,0.0011870131,1.4587291875,0,0.0246783463,0.0620336578,0.2815543936,1.8269955852
KS,Mitchell County,6932,4.0887098257,,0.237397775,0.4895290413,0.5766670387,0,1.1705134684,0,0.064926858,0.1632060248,1.3864696196,2.7851159707
KS,Montgomery County,36252,10.3834300456,,0.1944627719,5.8251038355,0.5062088685,1.1370412757,1.2624235424,1.0872115466,0.0357811478,0.0899425306,0.2452545266,1.6334017474
KS,Morris County,6104,4.7823301875,,0.140216382,0.3042419656,0.5505133716,0,2.3301933534,0,0.2040212474,0.5128447361,0.7402991315,3.7873584683
KS,Morton County,3496,8.4362994824,,0.1493102117,4.8570321652,0.5205043394,0,1.2779971783,0,0.1842518091,0.4631504173,0.9840533615,2.9094527662
KS,Nemaha County,10717,4.5540746324,,0.1828392921,0.8301916147,0.5114349684,0,2.2832441372,0,0,0,0.7463646201,3.0296087573
KS,Neosho County,16997,14.2699115619,,0.2113863627,0.9415972919,0.5039391415,0.0401358682,1.3876439105,10.6638741523,0.03155196,0.0793118175,0.4104710574,1.9089787454
KS,Ness County,3454,4.6024045173,,0.1998771176,0.0830935945,0.6281167833,0,1.2761753539,0,0.1243281846,0.3125223478,1.9782911357,3.691317022
KS,Norton County,5953,3.2043970449,,0.1834231336,0.2495673385,0.5368493222,0.0425550007,0.9268269689,0,0.0927043772,0.2330301758,0.9394407281,2.1920022499
KS,Osage County,16712,4.8589454724,,0.1432484486,0.0833178282,0.4945079354,0.0129734484,3.5616509277,0,0.0283297079,0.0712119967,0.4637051796,4.1248978119
KS,Osborne County,4452,5.5612830289,,0.1845492698,0.4531622324,0.6155937041,0,2.2250150584,0,0.1655961588,0.4162571219,1.5011094834,4.3079778226
KS,Ottawa County,6163,4.7185641346,,0.0952958539,0.5991100009,0.5379711552,0.0751744071,2.3862771076,0,0,0,1.0247356099,3.4110127175
KS,Pawnee County,7233,3.9041391847,,0.378371714,0.6807988849,0.5084461324,0.0010468584,0.7782736403,0,0.0908968119,0.2284861238,1.237819019,2.3354755951
KS,Phillips County,6001,5.3235114733,,0.1585764553,2.1066370912,0.5784579323,0,1.3098743217,0,0.0287337727,0.0722275614,1.0690043387,2.4798399945
KS,Pottawatomie County,18209,258.2695282498,,0.1920754135,0.6523470895,0.4868739214,254.6106379865,1.9419454614,0,0,0,0.3856483776,2.3275938389
KS,Pratt County,9647,3.5563839292,,0.2287593728,0.1321700518,0.5534299268,0.3755613111,1.1345668131,0,0.0778571253,0.1957082027,0.8583311257,2.2664632668
KS,Rawlins County,2966,6.829060037,,0.1620975796,2.4924974957,0.6261360001,0,1.2945116209,0,0.0886802425,0.2229134755,1.9422236227,3.5483289616
KS,Reno County,64790,4.7348860818,,0.212116844,1.5679313631,0.4771621383,0.5673785332,1.1666325182,0,0.1308561917,0.3289311663,0.2838773269,1.9102972031
KS,Republic County,5835,5.2019964221,,0.1706594259,0.7681828781,0.6268386086,0.0276081719,1.763260833,0,0.0738780505,0.1857066691,1.5858617849,3.6087073376
KS,Rice County,10761,7.0121097534,,0.1666946213,4.2613782576,0.510339546,0,1.032576192,0,0.0547248196,0.1375611221,0.8488351948,2.0736973285
KS,Riley County,62843,2.3249017981,,0.2255839223,0.4476591123,0.3341738378,0,0.9566796689,0,0.0668788108,0.1681122567,0.1258141894,1.3174849257
KS,Rooks County,5685,4.7335050901,,0.1263297745,0.4810890848,0.5589456655,0.0037356303,2.2585191219,0,0.0654962587,0.1646372411,1.0747523132,3.563404935
KS,Rush County,3551,6.9053247478,,0.2332889518,1.6104959147,0.6244637358,0.0054493043,2.2985498764,0,0.0997689041,0.250786966,1.7825210946,4.4316268411
KS,Russell County,7370,6.4192564531,,0.2043092676,0.229804409,0.5833736675,0.0596190073,4.2631296083,0,0.0656287035,0.1649702426,0.8484215473,5.3421501017
KS,Saline County,53597,4.5020495804,,0.2853506086,0.967383303,0.4719692288,0,1.681357324,0,0.2372245871,0.5963078159,0.2624567131,2.7773464401
KS,Scott County,5120,5.0213234887,,0.2043630107,1.5940744838,0.5370781698,0,0.672593489,0,0.1677459178,0.4216601472,1.4238082704,2.6858078244
KS,Sedgwick County,452869,4.081296789,,0.254699845,1.5442509301,0.4176396218,0.3092137377,1.1089809205,0,0.0764589584,0.1921936977,0.1778590779,1.5554926544
KS,Seward County,22510,7.2679969214,,0.8721620116,3.1613298339,0.4193392218,0.9380996093,0.8231254848,0,0.2213567215,0.556420843,0.2761631955,1.8770662448
KS,Shawnee County,169871,6.1841517901,,0.2944909523,0.6815957026,0.4564346229,2.982367298,1.3099362921,0,0.09641538,0.2423578814,0.1205536608,1.7692632142
KS,Sheridan County,2813,6.1669500171,,0.1913271783,0.8069588605,0.5701197491,0,2.1958423086,0,0,0,2.4027019207,4.5985442292
KS,Sherman County,6760,8.0068732,,0.2488967568,0.4576139734,0.5528113288,0.0472551752,5.1377264294,0,0.1057069462,0.2657140469,1.1911485434,6.7002959659
KS,Smith County,4536,5.3099067787,,0.1601627876,0.3591660062,0.5755890983,0,2.2499097214,0,0.0637611997,0.1602755275,1.7410424381,4.2149888867
KS,Stafford County,4789,5.4086987195,,0.1090395324,0.4329198574,0.5918152422,0.0076420226,2.2758122319,0,0.0358679933,0.0901604136,1.865441426,4.2672820648
KS,Stanton County,2406,6.0773229721,,0.1166580631,0.0330698859,0.4705358879,0.181499169,1.3307769921,0,0.4895210176,1.2305012659,2.2247606907,5.2755599663
KS,Stevens County,5463,12.3044843686,,0.1568058773,9.3842989418,0.4921024322,0,0.4748913585,0,0.1107178328,0.2783100604,1.4073578656,2.2712771173
KS,Sumner County,25946,4.7261969485,,0.1891411751,0.3754486627,0.4904811458,0.0368949182,2.7991928502,0,0.0324397563,0.0815432361,0.7210552041,3.6342310468
KS,Thomas County,8180,7.7166716212,,0.2403056325,0.0247667432,0.5102628021,0.0067458054,5.5311129099,0,0.0539505979,0.1356148886,1.2139122416,6.934590638
KS,Trego County,3319,12.8373189571,,0.1564666266,0.6923416651,0.5714159817,0,9.5790359351,0,0.0690316573,0.1735229269,1.5955041644,11.4170946836
KS,Wabaunsee County,6885,5.8548396965,,0.1840097249,0.0919535036,0.5408318369,0,4.5214341543,0,0,0,0.5166104769,5.0380446311
KS,Wallace County,1749,3.8645334698,,0.1830511953,0.0454923644,0.5643739101,0.0002405161,1.2841425453,0,0,0,1.7872329386,3.0713754839
KS,Washington County,6483,5.337861267,,0.2068649696,0.1859270051,0.5759131904,0.7656182414,2.2616008475,0,0.0132478652,0.033301145,1.2953880028,3.6035378605
KS,Wichita County,2531,5.3424512955,,0.1291200167,0.4352615979,0.5063078866,0,1.3163144911,0,0.2120849218,0.5331154629,2.2102469185,4.2717617943
KS,Wilson County,10332,9.3004245216,,0.1334224487,1.4477988469,0.5197615721,0.0650276935,1.6762381174,4.850805213,0,0,0.6073706301,2.2836087475
KS,Woodson County,3788,3.6238730306,,0.1186965727,0.1973637245,0.5530142326,0,1.8216137096,0,0,0,0.9331847911,2.7547985008
KS,Wyandotte County,157882,8.065724788,,0.2370567322,1.0521189997,0.4672536513,4.8780865805,1.336290422,0,0,0,0.0949184022,1.4312088243
KY,Adair County,17244,2.0384704365,,0.1220228407,0.1224658223,0.1987844654,0,1.4258848033,0,0,0,0.1693125047,1.595197308
KY,Allen County,17800,2.7044214045,,0.0628929479,0.6919770914,0.2014067501,0,1.5101288675,0,0,0,0.2380157477,1.7481446152
KY,Anderson County,19111,2.8110094161,,0.2096559481,0.7465285809,0.233458472,0,1.4947556289,0,0,0,0.1266107862,1.6213664152
KY,Ballard County,8286,8.8633983574,,0.0799424195,5.9987781573,0.3376761651,0,1.835098251,0,0,0,0.6119033645,2.4470016155
KY,Barren County,38033,4.3636934107,,0.1699539339,1.3305371862,0.3137632013,0,2.1565060645,0,0.0435114074,0.1093739268,0.2400476906,2.5494390893
KY,Bath County,11085,5.5871841003,,0.0472535761,1.236007128,0.3074565509,0,3.7852376852,0,0,0,0.21122916,3.9964668452
KY,Bell County,30060,2.3174183283,,0.1746304677,0.2265082217,0.2144596371,0,1.3980925187,0,0.0715595699,0.1798781619,0.0522897513,1.7018200018
KY,Boone County,85991,18.9065454187,,0.2547909756,0.8372029259,0.3035986413,10.2992808386,1.7285841005,0,1.4820301634,3.7253565239,0.2757012496,7.2116720373
KY,Bourbon County,19360,2.7477345957,,0.1025215607,0.6644303232,0.3453640522,0,1.4497754695,0,0,0,0.1856431901,1.6354186596
KY,Boyd County,49752,20.8765873671,,0.4335112932,18.4105365711,0.3330415135,0,1.6117744616,0,0,0,0.0877235276,1.6994979893
KY,Boyle County,27697,3.8882399461,,0.2765127697,1.6889828647,0.3497595734,0,1.3838536941,0,0,0,0.1891310443,1.5729847383
KY,Bracken County,8279,2.4807891211,,0.0427172648,0.2665687834,0.3283029315,0,1.6109144788,0,0,0,0.2322856625,1.8432001413
KY,Breathitt County,16100,1.9752294984,,0.1110335963,0.158321284,0.2235494268,0,1.2636934363,0,0.0428224796,0.1076421092,0.0681671663,1.4823251914
KY,Breckinridge County,18648,2.9329047489,,0.066707012,0.3885097484,0.2958158999,0,1.8918168541,0,0.0161337203,0.0405549063,0.233366608,2.1818720886
KY,Bullitt County,61236,3.0848019187,,0.0715081367,0.5085747212,0.3151568872,0,2.0548687572,0,0,0,0.1346934164,2.1895621736
KY,Butler County,13010,3.8313903941,,0.0612231318,1.7151795816,0.2455275179,0,1.590994086,0,0,0,0.2184660768,1.8094601628
KY,Caldwell County,13060,3.4514652338,,0.1139499914,0.6788346839,0.4061782301,0,1.8879066247,0,0.0387597628,0.0974299607,0.22840598,2.2525023284
KY,Calloway County,34177,3.0676158895,,0.2070372758,0.6240181708,0.312426952,0,1.5037628461,0,0.0415406001,0.1044198742,0.2744101705,1.9241334908
KY,Campbell County,88616,2.4552443398,,0.1329957949,0.2375384152,0.3888902844,0.042281466,1.5685773617,0,0,0,0.0849610175,1.6535383792
KY,Carlisle County,5351,3.0056769886,,0.0562993882,0.1533614298,0.3593063315,0,1.8524705401,0,0,0,0.584239299,2.4367098391
KY,Carroll County,10155,312.4685187822,,0.5244705841,9.6823519263,0.3628041768,298.0045302925,3.5961143989,0,0,0,0.2982474036,3.8943618025
KY,Carter County,26889,4.7439107124,,0.0910400005,0.2881333089,0.1808971994,0,4.0970174149,0,0,0,0.0868227888,4.1838402037
KY,Casey County,15447,3.2679134494,,0.3213582968,1.0048717929,0.1898414515,0,1.6060335703,0,0,0,0.1458083379,1.7518419082
KY,Christian County,72265,3.5657906396,,0.169371333,0.7829337873,0.2569907566,9.28106420567672E-006,2.0514765253,0,0.0360734159,0.0906772595,0.1782582809,2.3564854816
KY,Clark County,33144,14.2346275731,,0.1374322616,1.0169822495,0.3284951932,10.0351925497,2.5135190935,0,0,0,0.2030062255,2.716525319
KY,Clay County,24556,2.0286928827,,0.0689969682,0.1817985414,0.204426664,0,1.5010678141,0,0,0,0.0724028951,1.5734707091
KY,Clinton County,9634,4.1672103798,,0.1119701386,1.5858843117,0.2837570799,0,1.8680782734,0,0,0,0.3175205762,2.1855988497
KY,Crittenden County,9384,1.8148478644,,0.1085091736,0.1931568867,0.3426536823,0,0.858560247,0,0.0096881199,0.0243530608,0.2779266941,1.1705281218
KY,Cumberland County,7147,1.9201836159,,0.103543915,0.1801831324,0.1888981986,0,1.2054724792,0,0,0,0.2420858906,1.4475583699
KY,Daviess County,91545,10.9985391595,,0.2117387892,1.2168040865,0.4194643052,7.4790963625,1.1459003156,0,0.0925119611,0.2325458923,0.2004774471,1.6714356161
KY,Edmonson County,11644,2.1082118937,,0.0388100478,0.0086741221,0.1539971746,0,1.7004867969,0,0,0,0.2062437523,1.9067305491
KY,Elliott County,6748,1.6127710778,,0.0356920111,0.0555875648,0.2003779618,0,1.2009156827,0,0,0,0.1201978575,1.3211135402
KY,Estill County,15307,1.2496958346,,0.069683131,0.1189660427,0.2649920672,0,0.7005795038,0,0,0,0.0954750898,0.7960545937
KY,Fayette County,260512,3.0838174378,,0.405850995,0.5955557551,0.344236656,0.0003821459,1.3972622098,0,0.0581551683,0.1461837647,0.1361907429,1.7377918857
KY,Fleming County,13792,2.3398974801,,0.0984395608,0.278281335,0.2064659998,0,1.5382257019,0,0,0,0.2184848826,1.7567105845
KY,Floyd County,42441,2.3235032659,,0.1105514654,0.2115218237,0.2722403831,0,1.6322789084,0,0,0,0.0969106853,1.7291895937
KY,Franklin County,47687,3.8057067275,,0.2364211194,0.6142511806,0.3652973701,0,1.8922257648,0,0.1687468748,0.4241763368,0.1045880809,2.5897370573
KY,Fulton County,7752,3.9492591444,,0.1809587674,1.0888975355,0.4047554796,0,1.2124756691,0,0.0981940347,0.246829032,0.7171486261,2.2746473618
KY,Gallatin County,7870,8.3296928779,,0.2101172431,2.036750866,0.2929336391,0,5.6352880351,0,0,0,0.1546030946,5.7898911297
KY,Garrard County,14792,2.0630826586,,0.0602673184,0.1598853353,0.2228866753,0,1.4870858658,0,0,0,0.1329574637,1.6200433295
KY,Grant County,22384,3.8188862691,,0.1022891674,0.2729891634,0.3512471211,0,2.9658456455,0,0,0,0.1265151718,3.0923608172
KY,Graves County,37028,3.4187941028,,0.2378173484,0.8169904033,0.3797543706,0,1.697546241,0,0.0237888204,0.0597974905,0.2030994286,1.9842319805
KY,Grayson County,24053,3.0362461319,,0.1225182651,0.9470930366,0.2306232616,0,1.4942091204,0,0,0,0.2418024482,1.7360115687
KY,Green County,11518,1.8861429905,,0.0722165431,0.1825050587,0.2547298493,0,1.2230101648,0,0,0,0.1536813747,1.3766915395
KY,Greenup County,36891,2.9110029977,,0.0664917475,1.0388762238,0.3222694373,0,1.2359049625,0,0.0434457254,0.1092087734,0.0948061278,1.4833655891
KY,Hancock County,8392,144.8764048833,,0.0644669198,44.4453913081,0.3436889269,98.1732013234,1.4450596195,0,0,0,0.4045967855,1.849656405
KY,Hardin County,94174,2.3845306857,,0.1775667621,0.6490776327,0.2267679805,0.0097510158,1.117336725,0,0.0161238606,0.0405303288,0.1473763802,1.3213672946
KY,Harlan County,33202,1.6057614452,,0.087155546,0.1168382086,0.1873964382,0,1.0118402503,0,0.0238407899,0.0599280828,0.1187621294,1.2143712524
KY,Harrison County,17983,2.9268181234,,0.0928878706,0.9648757565,0.3309176087,0,1.1657498861,0,0.0611378952,0.1536813336,0.1575677728,1.5381368877
KY,Hart County,17445,4.3944212927,,0.0719582643,0.5568936116,0.2299386221,0,3.3374771468,0,0,0,0.1981536479,3.5356307947
KY,Henderson County,44829,19.6065557564,,0.6416522114,2.6867915502,0.3414168751,13.7862395795,1.6238147915,0,0.0608691732,0.1530058557,0.3127657197,2.1504555401
KY,Henry County,15060,4.0193402617,,0.0733382769,0.3431157305,0.3000238903,0,3.1085731716,0,0,0,0.1942891925,3.302862364
KY,Hickman County,5262,3.627014529,,0.0704078604,0.5658822049,0.3814084069,0,1.8403521131,0,0,0,0.7689639437,2.6093160568
KY,Hopkins County,46519,2.9472004558,,0.1537618706,0.6366141085,0.3374778691,0,1.5501025805,0,0.0347465499,0.0873417885,0.1471556887,1.8193466076
KY,Jackson County,13495,1.9582755093,,0.0468445661,0.4518684141,0.1174568232,0,1.2260713512,0,0,0,0.1160343548,1.342105706
KY,Jefferson County,693604,8.4317726086,,0.2757114403,0.7911507592,0.429322579,4.5880366417,1.680214589,0.2689901699,0.0720138363,0.1810200837,0.1453125096,2.0785610185
KY,Jessamine County,39041,2.5129984892,,0.1601208103,0.4623125456,0.2559792277,0,1.3667598187,0,0,0,0.2678260869,1.6345859056
KY,Johnson County,23445,1.9375234031,,0.1102303233,0.1180707949,0.2189844847,0,1.3999592832,0,0,0,0.090278517,1.4902378002
KY,Kenton County,151464,2.4919778392,,0.1752169116,0.327611919,0.3875935242,5.55462155282E-006,1.4952919179,0,0,0,0.1062580118,1.6015499298
KY,Knott County,17649,2.3800834831,,0.0529659752,0.3534160684,0.2448302522,0,1.5803181533,0,0,0,0.148553034,1.7288711873
KY,Knox County,31795,2.1486086058,,0.0955574655,0.2244599484,0.2963003833,0,1.4299853579,0,0,0,0.1023054506,1.5322908085
KY,Larue County,13373,2.6326532978,,0.1194461382,0.4422668905,0.2656514856,0,1.5964754937,0,0,0,0.2088132898,1.8052887836
KY,Laurel County,52715,3.6965830184,,0.1812246311,0.4745472543,0.1707186073,0,2.61327063,0,0.0409178884,0.1028546604,0.113049347,2.8700925258
KY,Lawrence County,15569,90.2696241684,,0.0813279861,0.0442352579,0.2169314956,88.5412942027,1.2742203047,0,0,0,0.1116149214,1.3858352261
KY,Lee County,7916,1.8961128647,,0.1406951451,0.1385635116,0.2397592238,0,1.2060315257,0,0,0,0.1710634585,1.3770949842
KY,Leslie County,12401,2.2283250495,,0.056617548,0.0942410041,0.1091809653,0,1.8434319709,0,0,0,0.1248535612,1.968285532
KY,Letcher County,25277,1.8998246686,,0.0886431738,0.0652297825,0.1096171024,0,1.5467734992,0,0,0,0.0895611107,1.6363346099
KY,Lewis County,14092,2.1500930816,,0.0352749131,0.1396911432,0.2116258922,0,1.5567306014,0,0,0,0.2067705317,1.7635011331
KY,Lincoln County,23361,3.4242481533,,0.0567516356,1.0249845268,0.2064908434,0.0535430796,1.5660081823,0,0.1067627029,0.2683677898,0.1413393928,2.0824780678
KY,Livingston County,9804,3.0803221411,,0.0757293831,0.0631793429,0.3141390189,0,2.1867217958,0,0,0,0.4405526004,2.6272743962
KY,Logan County,26573,4.6864598431,,0.0837331013,2.1897703093,0.3359305905,0,1.6768497673,0,0.0374545595,0.0941489388,0.2685725765,2.0770258421
KY,Lyon County,8080,9.1715282948,,0.1021308031,0.6757097707,0.2840768206,0,7.3917774798,0,0,0,0.7178334205,8.1096109003
KY,McCracken County,65514,44.9647578298,,0.2864966094,0.6664767226,0.4141845948,41.4556693295,1.8056836878,0,0.0547345273,0.1375853212,0.1439270371,2.1419305734
KY,McCreary County,17080,2.4276814645,,0.0503130906,0.1670545527,0.2219033421,0,1.8520137669,0,0.0090143969,0.0226594714,0.1047228439,1.9884104791
KY,McLean County,9938,2.1845277157,,0.0692199304,0.2260539332,0.2884971466,0,1.2134124148,0,0,0,0.3873442906,1.6007567055
KY,Madison County,70872,3.7647058363,,0.2513164036,0.9031278867,0.1780771015,0.0155018215,2.1728240311,0,0.0268341707,0.0674526534,0.1495717677,2.416682623
KY,Magoffin County,13332,2.4054607817,,0.0608927977,0.1758480008,0.2320362855,0,1.865293989,0,0,0,0.0713897087,1.9366836976
KY,Marion County,18212,3.2282120686,,0.1097014147,1.2200954403,0.2578834892,0,1.4345328136,0,0,0,0.2059989108,1.6405317244
KY,Marshall County,30125,17.0385263142,,0.3031285163,13.0255563143,0.3614029259,0.4035445152,2.4785380212,0,0.0456503996,0.1147507881,0.3059548337,2.9448940425
KY,Martin County,12578,2.7425401987,,0.0635892298,0.2961115822,0.2339795638,0,1.8543206787,0,0.0495878975,0.1246482874,0.1203029591,2.1488598228
KY,Mason County,16800,97.024378632,,0.1957507738,1.0229474106,0.3654372011,93.2982620584,1.4909956377,0,0.1163970263,0.2925854748,0.2420030492,2.141981188
KY,Meade County,26349,2.8421853701,,0.0593694621,0.7861865716,0.2153975767,0,1.6164744132,0,0,0,0.1647573466,1.7812317598
KY,Menifee County,6556,1.8534085299,,0.0384065836,0.225312175,0.2254269493,0,1.2286119309,0,0,0,0.1356508912,1.3642628221
